t_s,Vdc_V_Cdc4mF,Vdc_V_Cdc8mF,Vdc_V_Cdc16mF
0.809905,798.257,798.56,798.56
0.810405,798.839,798.56,798.56
0.810905,799.105,798.56,798.56
0.811406,798.758,798.56,798.56
0.811906,798.191,798.56,798.56
0.812406,798.04,798.56,798.56
0.812906,798.473,798.56,798.56
0.813407,799.001,798.56,798.56
0.813907,799.032,798.56,798.56
0.814407,798.533,798.56,798.56
0.814907,798.067,798.56,798.56
0.815408,798.156,798.56,798.56
0.815908,798.698,798.56,798.56
0.816408,799.082,798.56,798.56
0.816908,798.879,798.56,798.56
0.817409,798.319,798.56,798.56
0.817909,798.032,798.56,798.56
0.818409,798.339,798.56,798.56
0.818909,798.892,798.56,798.56
0.81941,799.07,798.56,798.56
0.81991,798.675,798.56,798.56
0.82041,798.153,798.56,798.56
0.82091,798.09,798.56,798.56
0.821411,798.554,798.56,798.56
0.821911,799.022,798.56,798.56
0.822411,798.97,798.56,798.56
0.822911,798.458,798.56,798.56
0.823412,798.063,798.56,798.56
0.823912,798.227,798.56,798.56
0.824412,798.764,798.56,798.56
0.824912,799.069,798.56,798.56
0.825413,798.802,798.56,798.56
0.825913,798.264,798.56,798.56
0.826413,798.061,798.56,798.56
0.826913,798.418,798.56,798.56
0.827414,798.932,798.56,798.56
0.827914,799.026,798.56,798.56
0.828414,798.596,798.56,798.56
0.828914,798.128,798.56,798.56
0.829415,798.146,798.56,798.56
0.829915,798.628,798.56,798.56
0.830415,799.031,798.56,798.56
0.830915,798.904,798.56,798.56
0.831416,798.391,798.56,798.56
0.831916,798.07,798.56,798.56
0.832416,798.3,798.56,798.56
0.832916,798.82,798.56,798.56
0.833417,799.046,798.56,798.56
0.833917,798.725,798.56,798.56
0.834417,798.221,798.56,798.56
0.834917,798.099,798.56,798.56
0.835418,798.495,798.56,798.56
0.835918,798.961,798.56,798.56
0.836418,798.975,798.56,798.56
0.836918,798.523,798.56,798.56
0.837419,798.115,798.56,798.56
0.837919,798.207,798.56,798.56
0.838419,798.695,798.56,798.56
0.838919,799.029,798.56,798.56
0.83942,798.835,798.56,798.56
0.83992,798.334,798.56,798.56
0.84042,798.089,798.56,798.56
0.84092,798.373,798.56,798.56
0.841421,798.866,798.56,798.56
0.841921,799.013,798.56,798.56
0.842421,798.651,798.56,798.56
0.842921,798.189,798.56,798.56
0.843422,798.145,798.56,798.56
0.843922,798.567,798.56,798.56
0.844422,798.979,798.56,798.56
0.844922,798.919,798.56,798.56
0.845423,798.457,798.56,798.56
0.845923,798.113,798.56,798.56
0.846423,798.272,798.56,798.56
0.846923,798.753,798.56,798.56
0.847424,799.015,798.56,798.56
0.847924,798.765,798.56,798.56
0.848424,798.286,798.56,798.56
0.848924,798.116,798.56,798.56
0.849425,798.445,798.56,798.56
0.849925,798.901,798.56,798.56
0.850425,798.972,798.56,798.56
0.850925,798.581,798.56,798.56
0.851426,798.168,798.56,798.56
0.851926,798.197,798.56,798.56
0.852426,798.633,798.56,798.56
0.852926,798.985,798.56,798.56
0.853427,798.859,798.56,798.56
0.853927,798.398,798.56,798.56
0.854427,798.121,798.56,798.56
0.854927,798.338,798.56,798.56
0.855428,798.802,798.56,798.56
0.855928,798.993,798.56,798.56
0.856428,798.697,798.56,798.56
0.856928,798.249,798.56,798.56
0.857429,798.152,798.56,798.56
0.857929,798.513,798.56,798.56
0.858429,798.925,798.56,798.56
0.858929,798.925,798.56,798.56
0.85943,798.516,798.56,798.56
0.85993,798.158,798.56,798.56
0.86043,798.253,798.56,798.56
0.86093,798.691,798.56,798.56
0.861431,798.981,798.56,798.56
0.861931,798.797,798.56,798.56
0.862431,798.348,798.56,798.56
0.862931,798.139,798.56,798.56
0.863432,798.403,798.56,798.56
0.863932,798.842,798.56,798.56
0.864432,798.962,798.56,798.56
0.864932,798.631,798.56,798.56
0.865433,798.222,798.56,798.56
0.865933,798.194,798.56,798.56
0.866433,798.577,798.56,798.56
0.866933,798.939,798.56,798.56
0.867434,798.874,798.56,798.56
0.867934,798.457,798.56,798.56
0.868434,798.158,798.56,798.56
0.868934,798.311,798.56,798.56
0.869435,798.742,798.56,798.56
0.869935,798.967,798.56,798.56
0.870435,798.734,798.56,798.56
0.870935,798.307,798.56,798.56
0.871436,798.166,798.56,798.56
0.871936,798.467,798.56,798.56
0.872436,798.871,798.56,798.56
0.872936,798.924,798.56,798.56
0.873437,798.568,798.56,798.56
0.873937,798.205,798.56,798.56
0.874437,798.241,798.56,798.56
0.874937,798.635,798.56,798.56
0.875438,798.943,798.56,798.56
0.875938,798.819,798.56,798.56
0.876438,798.406,798.56,798.56
0.876938,798.167,798.56,798.56
0.877439,798.37,798.56,798.56
0.877939,798.785,798.56,798.56
0.878439,798.945,798.56,798.56
0.878939,798.672,798.56,798.56
0.87944,798.275,798.56,798.56
0.87994,798.199,798.56,798.56
0.88044,798.528,798.56,798.56
0.88094,798.891,798.56,798.56
0.881441,798.881,798.56,798.56
0.881941,798.511,798.56,798.56
0.882441,798.197,798.56,798.56
0.882941,798.292,798.56,798.56
0.883442,798.687,798.56,798.56
0.883942,798.937,798.56,798.56
0.884442,798.763,798.56,798.56
0.884942,798.362,798.56,798.56
0.885443,798.185,798.56,798.56
0.885943,798.429,798.56,798.56
0.886443,798.819,798.56,798.56
0.886943,798.916,798.56,798.56
0.887444,798.613,798.56,798.56
0.887944,798.252,798.56,798.56
0.888444,798.238,798.56,798.56
0.888944,798.585,798.56,798.56
0.889445,798.902,798.56,798.56
0.889945,798.834,798.56,798.56
0.890445,798.459,798.56,798.56
0.890945,798.199,798.56,798.56
0.891446,798.345,798.56,798.56
0.891946,798.732,798.56,798.56
0.892446,798.924,798.56,798.56
0.892946,798.707,798.56,798.56
0.893447,798.326,798.56,798.56
0.893947,798.21,798.56,798.56
0.894447,798.486,798.56,798.56
0.894947,798.844,798.56,798.56
0.895448,798.881,798.56,798.56
0.895948,798.558,798.56,798.56
0.896448,798.238,798.56,798.56
0.896948,798.281,798.56,798.56
0.897449,798.636,798.56,798.56
0.897949,798.904,798.56,798.56
0.898449,798.785,798.56,798.56
0.898949,798.414,798.56,798.56
0.89945,798.209,798.56,798.56
0.89995,798.399,798.56,798.56
0.90045,798.769,798.56,798.56
0.90095,798.903,798.56,798.56
0.901451,798.652,798.56,798.56
0.901951,798.299,798.56,798.56
0.902451,798.241,798.56,798.56
0.902951,798.541,798.56,798.56
0.903452,798.861,798.56,798.56
0.903952,798.842,798.56,798.56
0.904452,798.507,798.56,798.56
0.904952,798.233,798.56,798.56
0.905453,798.327,798.56,798.56
0.905953,798.682,798.56,798.56
0.906453,798.898,798.56,798.56
0.906953,798.734,798.56,798.56
0.907454,798.375,798.56,798.56
0.907954,798.226,798.56,798.56
0.908454,798.451,798.56,798.56
0.908954,798.798,798.56,798.56
0.909455,798.876,798.56,798.56
0.909955,798.599,798.56,798.56
0.910455,798.28,798.56,798.56
0.910955,798.276,798.56,798.56
0.911456,798.591,798.56,798.56
0.911956,798.869,798.56,798.56
0.912456,798.799,798.56,798.56
0.912956,798.461,798.56,798.56
0.913457,798.236,798.56,798.56
0.913957,798.375,798.56,798.56
0.914457,798.721,798.56,798.56
0.914957,798.884,798.56,798.56
0.915458,798.683,798.56,798.56
0.915958,798.345,798.56,798.56
0.916458,798.249,798.56,798.56
0.916958,798.503,798.56,798.56
0.917459,798.819,798.56,798.56
0.917959,798.843,798.56,798.56
0.918459,798.55,798.56,798.56
0.918959,798.269,798.56,798.56
0.91946,798.316,798.56,798.56
0.91996,798.636,798.56,798.56
0.92046,798.869,798.56,798.56
0.92096,798.754,798.56,798.56
0.921461,798.422,798.56,798.56
0.921961,798.246,798.56,798.56
0.922461,798.423,798.56,798.56
0.922961,798.753,798.56,798.56
0.923462,798.865,798.56,798.56
0.923962,798.634,798.56,798.56
0.924462,798.321,798.56,798.56
0.924962,798.278,798.56,798.56
0.925463,798.551,798.56,798.56
0.925963,798.833,798.56,798.56
0.926463,798.807,798.56,798.56
0.926963,798.505,798.56,798.56
0.927464,798.266,798.56,798.56
0.927964,798.358,798.56,798.56
0.928464,798.676,798.56,798.56
0.928964,798.863,798.56,798.56
0.929465,798.708,798.56,798.56
0.929965,798.388,798.56,798.56
0.930465,798.262,798.56,798.56
0.930965,798.471,798.56,798.56
0.931466,798.778,798.56,798.56
0.931966,798.839,798.56,798.56
0.932466,798.587,798.56,798.56
0.932966,798.306,798.56,798.56
0.933467,798.311,798.56,798.56
0.933967,798.595,798.56,798.56
0.934467,798.839,798.56,798.56
0.934967,798.768,798.56,798.56
0.935468,798.464,798.56,798.56
0.935968,798.269,798.56,798.56
0.936468,798.401,798.56,798.56
0.936968,798.71,798.56,798.56
0.937469,798.849,798.56,798.56
0.937969,798.663,798.56,798.56
0.938469,798.362,798.56,798.56
0.938969,798.284,798.56,798.56
0.93947,798.516,798.56,798.56
0.93997,798.796,798.56,798.56
0.94047,798.809,798.56,798.56
0.94097,798.543,798.56,798.56
0.941471,798.297,798.56,798.56
0.941971,798.347,798.56,798.56
0.942471,798.635,798.56,798.56
0.942971,798.838,798.56,798.56
0.943472,798.727,798.56,798.56
0.943972,798.43,798.56,798.56
0.944472,798.28,798.56,798.56
0.944972,798.444,798.56,798.56
0.945473,798.738,798.56,798.56
0.945973,798.83,798.56,798.56
0.946473,798.619,798.56,798.56
0.946973,798.342,798.56,798.56
0.947474,798.311,798.56,798.56
0.947974,798.559,798.56,798.56
0.948474,798.807,798.56,798.56
0.948974,798.776,798.56,798.56
0.949475,798.503,798.56,798.56
0.949975,798.295,798.56,798.56
0.950475,798.385,798.56,798.56
0.950975,798.671,798.56,798.56
0.951476,798.831,798.56,798.56
0.951976,798.686,798.56,798.56
0.952476,798.401,798.56,798.56
0.952976,798.295,798.56,798.56
0.953477,798.487,798.56,798.56
0.953977,798.759,798.56,798.56
0.954477,798.807,798.56,798.56
0.954977,798.577,798.56,798.56
0.955478,798.329,798.56,798.56
0.955978,798.341,798.56,798.56
0.956478,798.599,798.56,798.56
0.956978,798.811,798.56,798.56
0.957479,798.741,798.56,798.56
0.957979,798.468,798.56,798.56
0.958479,798.3,798.56,798.56
0.958979,798.424,798.56,798.56
0.95948,798.7,798.56,798.56
0.95998,798.818,798.56,798.56
0.96048,798.646,798.56,798.56
0.96098,798.378,798.56,798.56
0.961481,798.316,798.56,798.56
0.961981,798.528,798.56,798.56
0.962481,798.774,798.56,798.56
0.962981,798.779,798.56,798.56
0.963482,798.538,798.56,798.56
0.963982,798.323,798.56,798.56
0.964482,798.374,798.56,798.56
0.964982,798.634,798.56,798.56
0.965483,798.809,798.56,798.56
0.965983,798.704,798.56,798.56
0.966483,798.438,798.56,798.56
0.966983,798.31,798.56,798.56
0.967484,798.463,798.56,798.56
0.967984,798.724,798.56,798.56
0.968484,798.8,798.56,798.56
0.968984,798.606,798.56,798.56
0.969485,798.361,798.56,798.56
0.969985,798.341,798.56,798.56
0.970485,798.566,798.56,798.56
0.970985,798.783,798.56,798.56
0.971486,798.749,798.56,798.56
0.971986,798.503,798.56,798.56
0.972486,798.322,798.56,798.56
0.972986,798.409,798.56,798.56
0.973487,798.665,798.56,798.56
0.973987,798.802,798.56,798.56
0.974487,798.667,798.56,798.56
0.974987,798.413,798.56,798.56
0.975488,798.325,798.56,798.56
0.975988,798.501,798.56,798.56
0.976488,798.742,798.56,798.56
0.976988,798.778,798.56,798.56
0.977489,798.569,798.56,798.56
0.977989,798.351,798.56,798.56
0.978489,798.368,798.56,798.56
0.978989,798.601,798.56,798.56
0.97949,798.786,798.56,798.56
0.97999,798.717,798.56,798.56
0.98049,798.472,798.56,798.56
0.98099,798.327,798.56,798.56
0.981491,798.444,798.56,798.56
0.981991,798.69,798.56,798.56
0.982491,798.789,798.56,798.56
0.982991,798.631,798.56,798.56
0.983492,798.393,798.56,798.56
0.983992,798.344,798.56,798.56
0.984492,798.537,798.56,798.56
0.984992,798.755,798.56,798.56
0.985493,798.753,798.56,798.56
0.985993,798.534,798.56,798.56
0.986493,798.346,798.56,798.56
0.986993,798.398,798.56,798.56
0.987494,798.632,798.56,798.56
0.987994,798.783,798.56,798.56
0.988494,798.684,798.56,798.56
0.988994,798.446,798.56,798.56
0.989495,798.337,798.56,798.56
0.989995,798.479,798.56,798.56
0.990495,798.711,798.56,798.56
0.990995,798.773,798.56,798.56
0.991496,798.595,798.56,798.56
0.991996,798.379,798.56,798.56
0.992496,798.367,798.56,798.56
0.992996,798.571,798.56,798.56
0.993497,798.762,798.56,798.56
0.993997,798.725,798.56,798.56
0.994497,798.503,798.56,798.56
0.994997,798.346,798.56,798.56
0.995498,798.429,798.56,798.56
0.995998,798.659,798.56,798.56
0.996498,798.776,798.56,798.56
0.996998,798.65,798.56,798.56
0.997499,798.424,798.56,798.56
0.997999,798.351,798.56,798.56
0.998499,798.513,798.56,798.56
0.998999,798.726,798.56,798.56
0.9995,798.752,798.56,798.56
1,798.562,798.56,798.56
