t_s,f_Hz_H1s,f_Hz_H3s,f_Hz_H6s
0.876938,49.9196,49.9198,49.9238
0.877439,49.9196,49.9198,49.9238
0.877939,49.9196,49.9198,49.9238
0.878439,49.9196,49.9198,49.9237
0.878939,49.9196,49.9198,49.9237
0.87944,49.9196,49.9198,49.9237
0.87994,49.9196,49.9198,49.9237
0.88044,49.9196,49.9198,49.9237
0.88094,49.9196,49.9198,49.9237
0.881441,49.9196,49.9198,49.9237
0.881941,49.9196,49.9198,49.9237
0.882441,49.9196,49.9198,49.9237
0.882941,49.9196,49.9198,49.9237
0.883442,49.9196,49.9198,49.9237
0.883942,49.9196,49.9198,49.9237
0.884442,49.9196,49.9198,49.9236
0.884942,49.9196,49.9198,49.9236
0.885443,49.9196,49.9198,49.9236
0.885943,49.9196,49.9198,49.9236
0.886443,49.9196,49.9198,49.9236
0.886943,49.9196,49.9198,49.9236
0.887444,49.9196,49.9198,49.9236
0.887944,49.9196,49.9198,49.9236
0.888444,49.9196,49.9198,49.9236
0.888944,49.9196,49.9198,49.9236
0.889445,49.9196,49.9198,49.9236
0.889945,49.9196,49.9198,49.9236
0.890445,49.9196,49.9198,49.9235
0.890945,49.9196,49.9198,49.9235
0.891446,49.9196,49.9198,49.9235
0.891946,49.9196,49.9198,49.9235
0.892446,49.9196,49.9198,49.9235
0.892946,49.9196,49.9198,49.9235
0.893447,49.9196,49.9198,49.9235
0.893947,49.9196,49.9198,49.9235
0.894447,49.9196,49.9198,49.9235
0.894947,49.9196,49.9198,49.9235
0.895448,49.9196,49.9198,49.9235
0.895948,49.9196,49.9198,49.9235
0.896448,49.9196,49.9198,49.9234
0.896948,49.9196,49.9198,49.9234
0.897449,49.9196,49.9198,49.9234
0.897949,49.9196,49.9198,49.9234
0.898449,49.9196,49.9198,49.9234
0.898949,49.9196,49.9198,49.9234
0.89945,49.9196,49.9197,49.9234
0.89995,49.9196,49.9197,49.9234
0.90045,49.9196,49.9197,49.9234
0.90095,49.9196,49.9197,49.9234
0.901451,49.9196,49.9197,49.9234
0.901951,49.9196,49.9197,49.9234
0.902451,49.9196,49.9197,49.9234
0.902951,49.9196,49.9197,49.9233
0.903452,49.9196,49.9197,49.9233
0.903952,49.9196,49.9197,49.9233
0.904452,49.9196,49.9197,49.9233
0.904952,49.9196,49.9197,49.9233
0.905453,49.9196,49.9197,49.9233
0.905953,49.9196,49.9197,49.9233
0.906453,49.9196,49.9197,49.9233
0.906953,49.9196,49.9197,49.9233
0.907454,49.9196,49.9197,49.9233
0.907954,49.9196,49.9197,49.9233
0.908454,49.9196,49.9197,49.9233
0.908954,49.9196,49.9197,49.9233
0.909455,49.9196,49.9197,49.9232
0.909955,49.9196,49.9197,49.9232
0.910455,49.9196,49.9197,49.9232
0.910955,49.9196,49.9197,49.9232
0.911456,49.9196,49.9197,49.9232
0.911956,49.9196,49.9197,49.9232
0.912456,49.9196,49.9197,49.9232
0.912956,49.9196,49.9197,49.9232
0.913457,49.9196,49.9197,49.9232
0.913957,49.9196,49.9197,49.9232
0.914457,49.9196,49.9197,49.9232
0.914957,49.9196,49.9197,49.9232
0.915458,49.9196,49.9197,49.9232
0.915958,49.9196,49.9197,49.9231
0.916458,49.9196,49.9197,49.9231
0.916958,49.9196,49.9197,49.9231
0.917459,49.9196,49.9197,49.9231
0.917959,49.9196,49.9197,49.9231
0.918459,49.9196,49.9197,49.9231
0.918959,49.9196,49.9197,49.9231
0.91946,49.9196,49.9197,49.9231
0.91996,49.9196,49.9197,49.9231
0.92046,49.9196,49.9197,49.9231
0.92096,49.9196,49.9197,49.9231
0.921461,49.9196,49.9197,49.9231
0.921961,49.9196,49.9197,49.9231
0.922461,49.9196,49.9197,49.9231
0.922961,49.9196,49.9197,49.923
0.923462,49.9196,49.9197,49.923
0.923962,49.9196,49.9197,49.923
0.924462,49.9196,49.9197,49.923
0.924962,49.9196,49.9197,49.923
0.925463,49.9196,49.9197,49.923
0.925963,49.9196,49.9197,49.923
0.926463,49.9196,49.9197,49.923
0.926963,49.9196,49.9197,49.923
0.927464,49.9196,49.9197,49.923
0.927964,49.9196,49.9197,49.923
0.928464,49.9196,49.9197,49.923
0.928964,49.9196,49.9197,49.923
0.929465,49.9196,49.9197,49.923
0.929965,49.9196,49.9197,49.9229
0.930465,49.9196,49.9197,49.9229
0.930965,49.9196,49.9197,49.9229
0.931466,49.9196,49.9197,49.9229
0.931966,49.9196,49.9197,49.9229
0.932466,49.9196,49.9197,49.9229
0.932966,49.9196,49.9197,49.9229
0.933467,49.9196,49.9197,49.9229
0.933967,49.9196,49.9197,49.9229
0.934467,49.9196,49.9197,49.9229
0.934967,49.9196,49.9197,49.9229
0.935468,49.9196,49.9197,49.9229
0.935968,49.9196,49.9197,49.9229
0.936468,49.9196,49.9197,49.9229
0.936968,49.9196,49.9197,49.9228
0.937469,49.9196,49.9197,49.9228
0.937969,49.9196,49.9197,49.9228
0.938469,49.9196,49.9197,49.9228
0.938969,49.9196,49.9197,49.9228
0.93947,49.9196,49.9197,49.9228
0.93997,49.9196,49.9197,49.9228
0.94047,49.9196,49.9197,49.9228
0.94097,49.9196,49.9197,49.9228
0.941471,49.9196,49.9197,49.9228
0.941971,49.9196,49.9197,49.9228
0.942471,49.9196,49.9197,49.9228
0.942971,49.9196,49.9197,49.9228
0.943472,49.9196,49.9197,49.9228
0.943972,49.9196,49.9197,49.9228
0.944472,49.9196,49.9197,49.9227
0.944972,49.9196,49.9197,49.9227
0.945473,49.9196,49.9197,49.9227
0.945973,49.9196,49.9197,49.9227
0.946473,49.9196,49.9197,49.9227
0.946973,49.9196,49.9197,49.9227
0.947474,49.9196,49.9197,49.9227
0.947974,49.9196,49.9197,49.9227
0.948474,49.9196,49.9197,49.9227
0.948974,49.9196,49.9197,49.9227
0.949475,49.9196,49.9197,49.9227
0.949975,49.9196,49.9197,49.9227
0.950475,49.9196,49.9197,49.9227
0.950975,49.9196,49.9197,49.9227
0.951476,49.9196,49.9197,49.9227
0.951976,49.9196,49.9197,49.9227
0.952476,49.9196,49.9197,49.9226
0.952976,49.9196,49.9197,49.9226
0.953477,49.9196,49.9197,49.9226
0.953977,49.9196,49.9197,49.9226
0.954477,49.9196,49.9197,49.9226
0.954977,49.9196,49.9197,49.9226
0.955478,49.9196,49.9197,49.9226
0.955978,49.9196,49.9197,49.9226
0.956478,49.9196,49.9197,49.9226
0.956978,49.9196,49.9197,49.9226
0.957479,49.9196,49.9197,49.9226
0.957979,49.9196,49.9197,49.9226
0.958479,49.9196,49.9197,49.9226
0.958979,49.9196,49.9197,49.9226
0.95948,49.9196,49.9197,49.9226
0.95998,49.9196,49.9197,49.9226
0.96048,49.9196,49.9197,49.9225
0.96098,49.9196,49.9197,49.9225
0.961481,49.9196,49.9197,49.9225
0.961981,49.9196,49.9197,49.9225
0.962481,49.9196,49.9197,49.9225
0.962981,49.9196,49.9197,49.9225
0.963482,49.9196,49.9197,49.9225
0.963982,49.9196,49.9197,49.9225
0.964482,49.9196,49.9197,49.9225
0.964982,49.9196,49.9197,49.9225
0.965483,49.9196,49.9197,49.9225
0.965983,49.9196,49.9197,49.9225
0.966483,49.9196,49.9197,49.9225
0.966983,49.9196,49.9197,49.9225
0.967484,49.9196,49.9197,49.9225
0.967984,49.9196,49.9197,49.9225
0.968484,49.9196,49.9197,49.9224
0.968984,49.9196,49.9197,49.9224
0.969485,49.9196,49.9197,49.9224
0.969985,49.9196,49.9197,49.9224
0.970485,49.9196,49.9197,49.9224
0.970985,49.9196,49.9197,49.9224
0.971486,49.9196,49.9197,49.9224
0.971986,49.9196,49.9197,49.9224
0.972486,49.9196,49.9197,49.9224
0.972986,49.9196,49.9197,49.9224
0.973487,49.9196,49.9197,49.9224
0.973987,49.9196,49.9197,49.9224
0.974487,49.9196,49.9197,49.9224
0.974987,49.9196,49.9197,49.9224
0.975488,49.9196,49.9197,49.9224
0.975988,49.9196,49.9197,49.9224
0.976488,49.9196,49.9197,49.9224
0.976988,49.9196,49.9197,49.9223
0.977489,49.9196,49.9197,49.9223
0.977989,49.9196,49.9197,49.9223
0.978489,49.9196,49.9197,49.9223
0.978989,49.9196,49.9197,49.9223
0.97949,49.9196,49.9197,49.9223
0.97999,49.9196,49.9197,49.9223
0.98049,49.9196,49.9197,49.9223
0.98099,49.9196,49.9197,49.9223
0.981491,49.9196,49.9197,49.9223
0.981991,49.9196,49.9197,49.9223
0.982491,49.9196,49.9197,49.9223
0.982991,49.9196,49.9197,49.9223
0.983492,49.9196,49.9197,49.9223
0.983992,49.9196,49.9197,49.9223
0.984492,49.9196,49.9197,49.9223
0.984992,49.9196,49.9197,49.9223
0.985493,49.9196,49.9197,49.9223
0.985993,49.9196,49.9197,49.9222
0.986493,49.9196,49.9197,49.9222
0.986993,49.9196,49.9197,49.9222
0.987494,49.9196,49.9197,49.9222
0.987994,49.9196,49.9197,49.9222
0.988494,49.9196,49.9197,49.9222
0.988994,49.9196,49.9197,49.9222
0.989495,49.9196,49.9197,49.9222
0.989995,49.9196,49.9197,49.9222
0.990495,49.9196,49.9197,49.9222
0.990995,49.9196,49.9197,49.9222
0.991496,49.9196,49.9197,49.9222
0.991996,49.9196,49.9197,49.9222
0.992496,49.9196,49.9197,49.9222
0.992996,49.9196,49.9197,49.9222
0.993497,49.9196,49.9197,49.9222
0.993997,49.9196,49.9197,49.9222
0.994497,49.9196,49.9197,49.9222
0.994997,49.9196,49.9197,49.9221
0.995498,49.9196,49.9197,49.9221
0.995998,49.9196,49.9197,49.9221
0.996498,49.9196,49.9197,49.9221
0.996998,49.9196,49.9197,49.9221
0.997499,49.9196,49.9197,49.9221
0.997999,49.9196,49.9197,49.9221
0.998499,49.9196,49.9197,49.9221
0.998999,49.9196,49.9197,49.9221
0.9995,49.9196,49.9197,49.9221
1,49.9196,49.9197,49.9221
